time,lat,lon,alt,speed
2026-05-12 16:41:35.400,10.9942439,76.9163653,2418.0,0.78
2026-05-12 16:41:35.603,10.9942439,76.9163654,2418.0,0.78
2026-05-12 16:41:35.805,10.9942439,76.9163656,2418.0,0.78
2026-05-12 16:41:36.005,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:36.205,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:36.405,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:36.585,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:36.785,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:37.005,10.994244,76.9163658,2418.0,0.78
2026-05-12 16:41:37.205,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:37.405,10.994244,76.9163655,2418.0,0.78
2026-05-12 16:41:37.605,10.9942441,76.9163656,2418.0,0.78
2026-05-12 16:41:37.785,10.9942441,76.9163656,2418.0,0.78
2026-05-12 16:41:38.005,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:38.185,10.9942439,76.9163657,2418.0,0.78
2026-05-12 16:41:38.385,10.9942438,76.9163657,2418.0,0.78
2026-05-12 16:41:38.585,10.9942439,76.9163657,2418.0,0.78
2026-05-12 16:41:38.785,10.994244,76.9163657,2418.0,0.78
2026-05-12 16:41:38.985,10.9942441,76.9163656,2418.0,0.78
2026-05-12 16:41:39.185,10.9942441,76.9163656,2418.0,0.78
2026-05-12 16:41:39.405,10.9942441,76.9163655,2418.0,0.78
2026-05-12 16:41:39.585,10.9942441,76.9163654,2418.0,0.78
2026-05-12 16:41:39.805,10.9942441,76.9163652,2418.0,0.78
2026-05-12 16:41:39.985,10.9942441,76.9163652,2418.0,0.78
2026-05-12 16:41:40.205,10.9942442,76.9163653,2418.0,0.78
2026-05-12 16:41:40.405,10.9942442,76.9163653,2418.0,0.78
2026-05-12 16:41:40.585,10.9942443,76.9163652,2418.0,0.78
2026-05-12 16:41:40.785,10.9942443,76.9163652,2418.0,0.78
2026-05-12 16:41:40.985,10.9942443,76.9163652,2418.0,0.78
2026-05-12 16:41:41.185,10.9942442,76.9163653,2418.0,0.78
2026-05-12 16:41:41.405,10.9942442,76.9163653,2418.0,0.78
2026-05-12 16:41:41.585,10.9942441,76.9163653,2418.0,0.78
2026-05-12 16:41:41.785,10.9942441,76.9163653,2418.0,0.78
2026-05-12 16:41:41.985,10.994244,76.9163652,2418.0,0.78
2026-05-12 16:41:42.205,10.9942439,76.9163652,2418.0,0.78
2026-05-12 16:41:42.385,10.9942439,76.9163651,2418.0,0.78
2026-05-12 16:41:42.585,10.9942439,76.9163651,2418.0,0.78
2026-05-12 16:41:42.785,10.9942439,76.9163651,2418.0,0.78
2026-05-12 16:41:42.985,10.994244,76.9163649,2418.0,0.78
2026-05-12 16:41:43.205,10.9942441,76.9163648,2418.0,0.78
2026-05-12 16:41:43.385,10.9942442,76.9163649,2418.0,0.78
2026-05-12 16:41:43.585,10.9942444,76.916365,2418.0,0.78
2026-05-12 16:41:43.785,10.9942445,76.9163648,2418.0,0.78
2026-05-12 16:41:43.985,10.9942445,76.9163648,2418.0,0.78
2026-05-12 16:41:44.205,10.9942446,76.9163649,2418.0,0.78
2026-05-12 16:41:44.405,10.9942447,76.9163648,2418.0,0.78
2026-05-12 16:41:44.605,10.9942449,76.9163649,2418.0,0.78
2026-05-12 16:41:44.785,10.9942449,76.9163648,2418.0,0.78
2026-05-12 16:41:45.005,10.9942449,76.9163648,2418.0,0.78
2026-05-12 16:41:45.205,10.994245,76.9163647,2418.0,0.78
2026-05-12 16:41:45.405,10.9942451,76.9163647,2418.0,0.78
2026-05-12 16:41:45.605,10.9942451,76.9163649,2418.0,0.78
2026-05-12 16:41:45.805,10.9942452,76.9163651,2418.0,0.78
2026-05-12 16:41:46.005,10.9942454,76.916365,2418.0,0.78
2026-05-12 16:41:46.185,10.9942455,76.9163649,2418.0,0.78
2026-05-12 16:41:46.405,10.9942455,76.9163648,2418.0,0.78
2026-05-12 16:41:46.605,10.9942455,76.9163648,2418.0,0.78
2026-05-12 16:41:46.805,10.9942455,76.9163647,2418.0,0.78
2026-05-12 16:41:47.005,10.9942454,76.9163645,2418.0,0.78
2026-05-12 16:41:47.205,10.9942453,76.9163644,2418.0,0.78
2026-05-12 16:41:47.405,10.9942452,76.9163643,2418.0,0.78
2026-05-12 16:41:47.585,10.9942452,76.9163642,2418.0,0.78
