time,lat,lon,alt,speed
2026-05-12 14:27:30.000,10.9940447,76.9163789,2418.0,0.71
2026-05-12 14:27:30.203,10.9940446,76.9163789,2418.0,0.71
2026-05-12 14:27:30.403,10.9940447,76.9163789,2418.0,0.71
2026-05-12 14:27:30.604,10.9940448,76.9163789,2418.0,0.71
2026-05-12 14:27:30.804,10.9940448,76.9163788,2418.0,0.71
2026-05-12 14:27:30.984,10.9940448,76.9163788,2418.0,0.71
2026-05-12 14:27:31.204,10.9940449,76.9163788,2418.0,0.71
2026-05-12 14:27:31.404,10.9940449,76.9163787,2418.0,0.71
2026-05-12 14:27:31.604,10.9940449,76.9163786,2418.0,0.71
2026-05-12 14:27:31.804,10.9940448,76.9163787,2418.0,0.71
2026-05-12 14:27:32.004,10.9940447,76.9163787,2418.0,0.71
2026-05-12 14:27:32.204,10.9940447,76.9163787,2418.0,0.71
2026-05-12 14:27:32.404,10.9940448,76.9163786,2418.0,0.71
2026-05-12 14:27:32.604,10.9940447,76.9163786,2418.0,0.71
2026-05-12 14:27:32.805,10.9940448,76.9163786,2418.0,0.71
2026-05-12 14:27:33.005,10.9940449,76.9163785,2418.0,0.71
2026-05-12 14:27:33.205,10.9940451,76.9163785,2418.0,0.71
2026-05-12 14:27:33.405,10.9940451,76.9163785,2418.0,0.71
2026-05-12 14:27:33.604,10.9940452,76.9163786,2418.0,0.71
2026-05-12 14:27:33.804,10.9940452,76.9163787,2418.0,0.71
2026-05-12 14:27:34.004,10.9940453,76.9163788,2418.0,0.71
2026-05-12 14:27:34.204,10.9940453,76.9163787,2418.0,0.71
2026-05-12 14:27:34.404,10.9940455,76.9163787,2418.0,0.71
2026-05-12 14:27:34.604,10.9940455,76.9163786,2418.0,0.71
2026-05-12 14:27:34.804,10.9940456,76.9163785,2418.0,0.71
2026-05-12 14:27:35.004,10.9940456,76.9163783,2418.0,0.71
2026-05-12 14:27:35.204,10.9940457,76.9163782,2418.0,0.71
2026-05-12 14:27:35.404,10.9940457,76.9163781,2418.0,0.71
2026-05-12 14:27:35.604,10.9940456,76.916378,2418.0,0.71
2026-05-12 14:27:35.805,10.9940456,76.916378,2418.0,0.71
2026-05-12 14:27:36.004,10.9940456,76.916378,2418.0,0.71
2026-05-12 14:27:36.205,10.9940457,76.916378,2418.0,0.71
2026-05-12 14:27:36.384,10.9940457,76.9163779,2418.0,0.71
2026-05-12 14:27:36.604,10.9940456,76.9163779,2418.0,0.71
2026-05-12 14:27:36.804,10.9940455,76.916378,2418.0,0.71
2026-05-12 14:27:37.004,10.9940453,76.916378,2418.0,0.71
2026-05-12 14:27:37.204,10.9940452,76.9163779,2418.0,0.71
2026-05-12 14:27:37.404,10.9940451,76.9163778,2418.0,0.71
2026-05-12 14:27:37.604,10.9940451,76.9163777,2418.0,0.71
2026-05-12 14:27:37.785,10.994045,76.9163777,2418.0,0.71
2026-05-12 14:27:38.004,10.9940447,76.9163776,2418.0,0.71
2026-05-12 14:27:38.204,10.9940446,76.9163774,2418.0,0.71
2026-05-12 14:27:38.404,10.9940446,76.9163773,2418.0,0.71
2026-05-12 14:27:38.605,10.9940444,76.9163773,2418.0,0.71
2026-05-12 14:27:38.805,10.9940444,76.9163771,2418.0,0.71
2026-05-12 14:27:39.005,10.9940442,76.9163771,2418.0,0.71
